total.pckts,tcp.pct,udp.pct,other.pct,ip.src.unique,ip.dest.unique,eth.src.unique,eth.dest.unique,pkt.length.mean,pkt.length.std,pkt.length.var,pkt.length.min,pkt.length.max,pkt.length.pquartil,pkt.length.med,pkt.length.tquartil,pkt.delta.mean,pkt.delta.std,pkt.delta.var,pkt.delta.min,pkt.delta.max,pkt.delta.pquartil,pkt.delta.med,pkt.delta.tquartil,ttl.mean,ttl.std,ttl.var,ttl.min,ttl.max,ttl.pquartil,ttl.med,ttl.tquartil,tcp.flag.res.count,tcp.flag.ae.count,tcp.flag.cwr.count,tcp.flag.ece.count,tcp.flag.urg.count,tcp.flag.ack.count,tcp.flag.push.count,tcp.flag.reset.count,tcp.flag.syn.count,tcp.flag.fyn.count,dest.port.entropy,src.port.entropy,tcp.seq.entropy,label
3703,89.63002970564408,10.261949770456386,0.10802052389954091,206,212,3,3,685.2727518228463,649.630170424225,422019.3583254076,60.0,1514.0,66.0,590.0,1514.0,0.00026937213070483393,0.0004893245505002607,2.394385157222822e-07,0.0,0.005385,8e-06,8.3e-05,0.000297,103.76787415608965,54.75653358411574,2998.277970148395,41.0,247.0,54.0,114.0,127.0,0,0,0,0,0,3299,487,9,40,40,0.5929530337299854,0.5480352336280845,0.7355328893296699,1
2674,83.95661929693344,15.81899775617053,0.22438294689603588,220,231,3,3,493.6967090501122,561.7226061027797,315532.2862068985,60.0,1514.0,66.0,127.0,590.0,0.00037269483919222143,0.0006061371410955454,3.6740223381548104e-07,0.0,0.005289,1.4e-05,0.000145,0.000403,107.03559536275245,50.25089338200422,2525.152285689556,39.0,245.0,63.0,118.0,127.0,0,0,0,0,0,2214,439,12,59,51,0.6572456186667086,0.6286713865298659,0.6754861726108663,0
2082,77.13736791546589,22.71853986551393,0.1440922190201729,222,225,5,5,501.395292987512,563.4385966739825,317463.05222194677,60.0,1514.0,60.0,135.0,590.0,0.000480259846301633,0.0008401668761790841,7.058803798285204e-07,0.0,0.008754,4.9e-05,0.00019050000000000002,0.0004925,103.5366613832853,39.05901539608761,1525.6066837118092,34.0,245.0,63.0,118.0,127.0,0,0,0,0,0,1591,260,12,26,14,0.6734138111577103,0.6380728626706342,0.6217780767454677,0
2694,81.84855233853007,17.965850037119523,0.1855976243504083,200,210,2,2,611.1662954714179,624.209797530404,389637.8713329479,60.0,1514.0,60.0,192.0,1514.0,0.00036970155902004456,0.0006907708239705561,4.77164331248961e-07,0.0,0.008325,1.5e-05,0.00012350000000000002,0.000366,97.37715181885673,35.52556493390838,1262.0657638733405,37.0,245.0,54.0,118.0,127.0,0,0,0,0,0,2189,254,5,30,21,0.5802942893551266,0.5643598671660122,0.618887805922714,0
3614,85.25179856115108,14.66519092418373,0.08301051466519092,232,249,3,3,667.4048146098506,665.780698702301,443263.9387645241,60.0,1514.0,66.0,170.5,1514.0,0.0002765525733259546,0.0005205932077840482,2.710172879908852e-07,0.0,0.006598,8e-06,9.2e-05,0.00030575000000000003,90.91058107360264,39.221955616426136,1538.3618023769016,37.0,245.0,54.0,63.0,127.0,0,0,0,0,0,3071,379,6,16,13,0.5723372896295209,0.5467899605956721,0.6610926100095911,0
3743,85.19903820464869,14.42693026983703,0.37403152551429336,252,273,3,2,627.3780390061448,633.9423572899431,401882.91236632987,60.0,1514.0,62.0,193.0,1514.0,0.0002669775581084691,0.0005214154942221031,2.7187411761488003e-07,0.0,0.010345,8e-06,8.3e-05,0.0003075,89.09680817526049,33.33030367006449,1110.9091427387143,38.0,253.0,63.0,63.0,127.0,0,0,0,0,0,3151,530,6,69,41,0.6184735169368527,0.5579185465692672,0.7200467430704804,1
4954,90.83568833266048,9.083568833266048,0.08074283407347597,191,193,5,6,687.407751312071,649.1279662471593,421367.11656417313,60.0,1514.0,60.0,590.0,1514.0,0.0002018181267662495,0.0003800442802928182,1.4443365498328616e-07,0.0,0.005861,8e-06,5.9e-05,0.00025,86.84597274929351,33.24397425597281,1105.161824331783,2.0,128.0,55.0,63.0,127.0,0,0,0,0,0,4471,672,2,53,53,0.595376963551167,0.5056918441742891,0.7208038467121115,0
4900,90.91836734693878,9.040816326530612,0.04081632653061225,194,211,3,3,717.659387755102,661.9475441745013,438174.5512386534,60.0,1514.0,60.0,590.0,1514.0,0.00020401755102040814,0.00040775644736728336,1.6626532036958812e-07,0.0,0.004956,8e-06,5.7e-05,0.00023,86.15004469387755,33.73158729274781,1137.8199812882656,38.0,127.0,54.0,63.0,127.0,0,0,0,0,0,4430,540,10,47,31,0.5879654112059617,0.5062715298492972,0.7248095197759528,0
4974,92.01849618013671,7.9211901889827105,0.060313630880579006,193,205,3,3,781.6735022114998,681.3370535413229,464220.1805283715,60.0,1514.0,60.0,590.0,1514.0,0.00020101668677121028,0.00037492178247611186,1.4056634297506495e-07,0.0,0.006139,8e-06,5.9e-05,0.000237,84.31269320466426,34.78787330137416,1210.1961288324615,36.0,243.0,54.0,63.0,127.0,0,0,0,0,0,4545,494,14,60,23,0.5586533661569888,0.4941921045404908,0.7255765442466197,0
4739,91.39058873179997,8.44059928254906,0.1688119856509812,191,194,5,5,777.8622072167124,679.9129582978985,462281.63086139987,60.0,1514.0,60.0,590.0,1514.0,0.00021082781177463598,0.00040690986799288737,1.6557564066998902e-07,0.0,0.005837,8e-06,6.6e-05,0.0002345,90.46540113948089,35.85839741445592,1285.8246651330592,38.0,255.128,54.0,112.0,127.0,0,0,0,0,0,4317,274,10,29,18,0.47933406162711356,0.43198369922925656,0.716202845548113,0
3552,90.03378378378379,9.797297297297296,0.16891891891891891,153,169,6,6,720.375563063063,666.5948036220805,444348.63221595995,60.0,1514.0,60.0,590.0,1514.0,0.00028141920045045044,0.0005162804722199391,2.665455259956433e-07,0.0,0.007405,9e-06,0.000104,0.000325,92.7227179054054,35.26877067391423,1243.8861848491524,41.0,243.0,54.0,115.5,127.0,0,0,0,0,0,3189,178,0,11,11,0.49491193448016074,0.46908492923590395,0.6571529653338689,0
3399,88.14357163871726,11.709326272433069,0.14710208884966167,196,217,4,4,660.0832597822889,659.7156158315994,435224.6937720665,60.0,1514.0,62.0,190.0,1514.0,0.000293477493380406,0.0005272408875555574,2.7798295351037184e-07,0.0,0.006287,8e-06,9.2e-05,0.00032649999999999997,91.94181023830538,35.45732660267676,1257.2220098088887,41.0,255.128,54.0,113.0,127.0,0,0,0,0,0,2979,281,2,34,56,0.5783539813792764,0.5376042749438565,0.6578591921529103,0
2766,82.6825741142444,17.064352856109906,0.2530730296456978,209,227,5,5,599.4244396240058,624.6049038954951,390131.2859703007,60.0,1514.0,60.0,145.0,1514.0,0.00036136587129428774,0.0006476284207274308,4.1942257133390604e-07,0.0,0.008875,1.1e-05,0.000149,0.000383,94.4974960231381,35.07140890522181,1230.0037225972717,41.0,255.128,55.0,114.0,127.0,0,0,0,0,0,2274,323,5,24,22,0.6330904494434475,0.5771437316677374,0.660576552949994,0
1932,80.69358178053831,18.944099378881987,0.36231884057971014,168,178,3,4,546.0755693581781,590.1534822032663,348281.13255664095,60.0,1514.0,62.0,139.5,1120.75,0.0005174953416149068,0.0008615146829373612,7.42207548916662e-07,0.0,0.009897,5e-05,0.00019,0.00056,97.19507349896479,34.045807920063545,1159.1170369298618,40.0,255.128,56.0,118.0,127.0,0,0,0,0,0,1548,227,3,17,7,0.671847775270006,0.6310064029628534,0.6262444069963331,0
2172,79.6500920810313,19.843462246777165,0.5064456721915286,228,244,3,4,509.94567219152856,593.6789047214392,352454.6419112476,60.0,1514.0,66.0,118.0,1051.25,0.00046013581952117865,0.0007143107680131334,5.102398732995123e-07,0.0,0.006911,2e-05,0.000199,0.000555,94.50724907918969,34.24487640104462,1172.7115597228228,2.0,253.0,56.0,113.0,127.0,0,0,0,0,0,1723,366,4,15,24,0.6973891337179263,0.668750985249264,0.5961789801971501,0
2741,83.10835461510398,16.745713243341847,0.1459321415541773,203,221,4,4,597.8650127690623,637.7484802863615,406723.1241075637,60.0,1514.0,66.0,145.0,1514.0,0.0003641422838380153,0.0006432635536511843,4.1378799945595005e-07,0.0,0.006213,6e-06,0.000131,0.00038,88.43643487778182,34.78795262240921,1210.2016476589874,40.0,255.64,54.0,63.0,127.0,0,0,0,0,0,2266,397,5,26,20,0.6687003929599855,0.6275876051937004,0.6542221439984575,1
3339,86.73255465708296,13.087750823599881,0.17969451931716085,211,223,3,4,707.2117400419287,671.236867346407,450558.9320850181,60.0,1514.0,66.0,436.0,1514.0,0.00029938304881701105,0.0005838685198709331,3.409024484962741e-07,0.0,0.007087,4e-06,0.0001,0.000292,86.07597184785864,35.127230263447075,1233.9223059812323,1.0,255.128,52.0,63.0,127.0,0,0,0,0,0,2883,404,1,24,16,0.6197751042905383,0.5646945376737647,0.6734288364451241,0
3258,85.72744014732965,14.027010435850215,0.24554941682013504,203,223,6,5,688.3667894413751,662.042975221244,438300.90103979665,60.0,1514.0,61.0,498.5,1514.0,0.0003065030693677102,0.0006399995026261947,4.095993633617766e-07,0.0,0.00864,6e-06,9.15e-05,0.00028074999999999997,88.83802302025782,35.20838843764646,1239.6306163761972,39.101,255.64,52.0,63.0,127.0,0,0,0,0,0,2774,315,7,28,24,0.6097690039336245,0.5604454765565582,0.6562555794287462,0
3847,86.61294515206654,13.231089160384716,0.1559656875487393,185,197,3,3,741.8159604886924,663.4865945747916,440214.46118045395,60.0,1514.0,60.0,590.0,1514.0,0.0002597988042630621,0.0005068781656871441,2.569254748503639e-07,0.0,0.007282,6e-06,8.7e-05,0.000265,90.2452604626982,35.18633063596955,1238.0778636237692,33.0,242.0,54.0,111.0,127.0,0,0,0,0,0,3318,258,5,26,21,0.5798222556305757,0.5116698923179972,0.7009943041196591,0
4822,86.74823724595603,13.04437992534218,0.2073828287017835,191,216,4,4,836.0549564496059,675.6518541453643,456505.4280100686,60.0,1514.0,66.0,672.5,1514.0,0.0002065441725425135,0.0004790504202506722,2.2948930514234565e-07,0.0,0.006437,6e-06,5.1e-05,0.000194,88.62441642472002,35.35387497204603,1249.8964755390625,35.0,255.64,55.0,63.0,127.0,0,0,0,0,0,4168,229,11,28,18,0.5161337664334605,0.4609520175506449,0.681998323080837,0
2861,81.71967843411394,18.03565186997553,0.2446696959105208,164,181,7,6,674.76931142957,638.1465019515402,407230.9579529872,60.0,1514.0,62.0,590.0,1514.0,0.00034875218455085634,0.0007041660616730858,4.958498424121841e-07,0.0,0.011215,3.9e-05,0.0001,0.00032,97.81214750087382,34.027971879541674,1157.9028702348792,31.0,253.0,54.0,118.0,127.0,0,0,0,0,0,2323,187,4,27,21,0.5837414613633843,0.5442431897675806,0.641343505551858,0
3054,78.88015717092338,20.89063523248199,0.22920759659463003,206,227,5,5,637.7796332678455,639.2060473821319,408584.37100988836,60.0,1514.0,60.0,236.5,1480.0,0.00032686902423051736,0.0005685069669815963,3.232001715066139e-07,0.0,0.008595,4e-05,0.0001135,0.000338,99.0245605762934,33.741962234368934,1138.5200154255792,1.0,255.128,54.0,118.0,127.0,0,0,0,0,0,2391,227,13,28,24,0.5770159172214461,0.5513737600611347,0.6399892908444541,0
2752,83.10319767441861,16.751453488372093,0.14534883720930233,212,224,7,6,606.4709302325581,627.7589694810218,394081.3237638745,60.0,1514.0,60.0,163.5,1514.0,0.00036298582848837206,0.0006777864742722458,4.5939450470640173e-07,0.0,0.008028,3.9e-05,0.000113,0.000343,96.73191751453487,34.04501990304269,1159.0633801985732,39.0,255.128,55.0,118.0,127.0,0,0,0,0,0,2267,215,8,26,33,0.60183312131557,0.5616965295680462,0.6410856795651602,0
2946,79.39579090291922,20.298710115410724,0.30549898167006106,197,208,5,5,593.7786829599457,615.5335079337538,378881.49938923254,60.0,1514.0,66.0,155.0,1434.0,0.00033913238289205705,0.0006079356330335828,3.69585733911943e-07,0.0,0.006754,3.4e-05,0.000103,0.00033975,96.21557264086897,33.28180151782609,1107.6783122719712,31.0,255.128,63.0,115.0,127.0,0,0,0,0,0,2322,310,12,27,30,0.6282829412276129,0.5969905068144057,0.6346979025248677,0
3061,75.36752695197649,24.175106174452793,0.4573668735707285,219,230,4,4,619.5102907546553,631.4409760103596,398717.70618491544,60.0,1514.0,62.0,176.0,1480.0,0.00032640836327997385,0.000548823121007356,3.012068181522549e-07,0.0,0.007144,4.3e-05,0.000133,0.000342,98.09859588369815,33.025840159936024,1090.7061182696432,39.0,255.128,55.0,116.0,127.0,0,0,0,0,0,2289,246,11,23,26,0.6009328434172166,0.578305993085008,0.5838255227487984,0
3552,78.88513513513513,20.9740990990991,0.14076576576576577,210,226,3,3,608.9639639639639,632.6524890425145,400249.1718916889,60.0,1514.0,62.0,190.0,1480.0,0.0002814940878378378,0.00046339085768148036,2.1473108698277796e-07,0.0,0.005195,7e-06,0.000113,0.000321,94.15183896396397,34.375496343241906,1181.6747488442377,39.0,244.114,54.0,114.0,127.0,0,0,0,0,0,2784,486,15,37,18,0.6235783937995807,0.5939932392545105,0.6424093131626513,0
3690,78.99728997289974,20.78590785907859,0.21680216802168023,232,248,8,8,664.6712737127372,649.9986317426251,422498.22126728477,60.0,1514.0,61.0,482.5,1514.0,0.00027094092140921407,0.00047631504773699507,2.2687602470069592e-07,0.0,0.007412,7e-06,9.85e-05,0.000297,94.94013739837398,34.27971812226543,1175.099074541973,38.0,243.0,54.0,114.0,127.0,0,0,0,0,0,2886,327,6,56,17,0.6226819279702558,0.5755279573282459,0.6168546047765592,0
4438,80.10365029292474,19.78368634520054,0.11266336187471834,216,234,6,7,647.1469130238846,649.4245031628009,421752.1853082507,60.0,1514.0,66.0,178.0,1514.0,0.0002252433528616494,0.0003702029690107136,1.3705023826434738e-07,0.0,0.004272,7e-06,9.5e-05,0.000266,90.41267305092383,35.56537081303137,1264.895601068424,2.0,243.0,54.0,112.0,127.0,0,0,0,0,0,3527,522,16,52,21,0.6209133904328574,0.5701179248105133,0.6411497921680283,0
3959,78.98459206870422,20.914372316241476,0.10103561505430665,238,248,5,8,673.1869158878504,659.1443117938189,434471.22377014725,60.0,1514.0,61.0,313.0,1514.0,0.00025250543066430916,0.0004383212478648198,1.9212551632977277e-07,0.0,0.005582,7e-06,0.000101,0.000275,94.33530361202324,35.302480270483365,1246.2651132478672,38.0,255.128,54.0,114.0,127.0,0,0,0,0,0,3110,381,12,25,31,0.6170370731863067,0.5738962718493527,0.6424199927464421,0
4186,82.20258002866699,17.725752508361204,0.0716674629718108,197,206,5,5,650.9749163879599,643.499267393905,414091.30713649245,60.0,1514.0,62.0,255.0,1484.0,0.00023864357381748685,0.00044770791762164283,2.0044237950110772e-07,0.0,0.005549,6e-06,8.1e-05,0.00026075,89.52960702341137,36.4849998639514,1331.155215072534,38.0,244.0,54.0,112.0,127.0,0,0,0,0,0,3417,647,10,43,38,0.6025782723009095,0.5641665226440586,0.6715205795982424,0
2742,72.57476294675419,27.24288840262582,0.18234865061998543,223,215,5,6,535.2002188183808,586.5735753629472,344068.559314071,60.0,1514.0,62.0,133.0,1084.0,0.0003644569657184537,0.0005944188674761746,3.5333379001165807e-07,0.0,0.007102,4.9e-05,0.000161,0.00039375,100.94458388037928,32.55069845746269,1059.5479700686637,38.0,243.0,63.0,118.0,127.0,0,0,0,0,0,1967,307,7,38,40,0.6288234336328041,0.6154504297417225,0.5741376458701156,0
2274,63.852242744063325,35.97185576077397,0.1759014951627089,200,213,6,9,460.6627088830255,554.3439265188441,307297.1888683296,60.0,1514.0,66.0,126.0,590.0,0.0004389806508355321,0.0006145690441701355,3.7769511005219396e-07,0.0,0.005791,5.6e-05,0.00022,0.00054075,101.24163720316623,31.690384314514464,1004.2804580016243,38.0,255.128,63.0,114.0,127.0,0,0,0,0,0,1431,340,1,34,24,0.6706615331617989,0.6607394017116954,0.5195010170400743,0
2949,70.90539165818922,28.687690742624618,0.40691759918616477,225,245,3,4,526.4808409630383,587.5577000931712,345224.0509387769,60.0,1514.0,64.0,133.0,1084.0,0.0003381383519837233,0.0005302388032298348,2.811531884506074e-07,0.0,0.004899,4.6e-05,0.000148,0.000373,97.81594133604612,33.92423707696343,1150.85386125402,2.0,243.113,63.0,114.0,127.0,0,0,0,0,0,2060,428,4,60,27,0.6606282250159027,0.6391580557719135,0.5824218890724171,0
3844,79.52653485952133,20.291363163371486,0.18210197710718,247,258,4,4,494.5202913631634,566.1737681417175,320552.7357317913,60.0,1514.0,66.0,173.0,647.25,0.00026008558792924035,0.00046192202032394367,2.1337195286015386e-07,0.0,0.006189,4e-06,0.000101,0.000288,88.41114047866806,37.06383049909594,1373.7275312657146,37.0,253.0,53.0,64.0,126.0,0,0,0,0,0,3023,1078,19,49,26,0.6142184727605817,0.6003667376200076,0.6748154067172141,0
6411,83.4503197629075,16.424894712213383,0.12478552487911403,217,226,5,5,387.2904383091561,492.714488119109,242767.56680247557,60.0,1514.0,66.0,173.0,525.5,0.00015596209639681796,0.0002729550733033403,7.450447204203189e-08,0.0,0.006168,4e-06,8.1e-05,0.000197,73.31401934175635,32.93373449446934,1084.6308677522,38.0,255.128,46.0,63.0,114.0,0,0,0,0,0,5318,2780,8,59,37,0.5107717340286145,0.49818941434846975,0.7161828794360405,0
7335,90.07498295841853,9.775051124744376,0.1499659168370825,203,221,8,9,459.46612133606,556.5424568865434,309739.50631731004,60.0,1514.0,66.0,175.0,590.0,0.00013631779141104296,0.0002467614927061147,6.089123428254989e-08,0.0,0.0034,3e-06,5.7e-05,0.000166,72.51909147920928,33.46790898931299,1120.1009321169372,2.0,255.128,46.0,54.0,114.0,0,0,0,0,0,6590,2868,6,30,33,0.4959527688492178,0.47703873771968525,0.7371407476868856,0
3602,78.15102720710716,21.626873958911716,0.22209883398112162,192,210,3,4,466.6579677956691,549.8218536099815,302304.0707071159,60.0,1514.0,66.0,175.0,590.0,0.0002772756801776791,0.0004635519229170508,2.148803852400954e-07,0.0,0.005561,8e-06,0.000119,0.000304,88.41232509716824,37.0312709244349,1371.3150262788977,30.0,255.128,52.0,105.0,126.0,0,0,0,0,0,2803,1026,3,25,24,0.6167840307971153,0.593119787358312,0.6593244915592013,0
3943,80.77605883844788,19.071772761856455,0.1521683996956632,200,211,4,7,628.1077859497844,637.5462703815826,406465.2468774661,60.0,1514.0,62.0,211.0,1484.0,0.00025349809789500385,0.00043858184520175007,1.9235403494057185e-07,0.0,0.006877,7e-06,0.000101,0.0002915,92.32575500887648,35.021694815611404,1226.519107757823,3.0,255.128,54.0,114.0,127.0,0,0,0,0,0,3133,411,10,90,94,0.6161630141287295,0.5728479756488503,0.6399630485443453,0
3195,73.86541471048514,25.978090766823158,0.1564945226917058,212,225,5,5,587.0300469483568,612.9696469452908,375731.7880762345,60.0,1514.0,62.0,157.0,1480.0,0.00031291048513302036,0.00047170572066975174,2.2250628691256984e-07,0.0,0.005805,4.6e-05,0.00014,0.00035150000000000003,99.95504068857589,33.566468745390665,1126.7078240352882,1.0,255.128,63.0,118.0,127.0,0,0,0,0,0,2332,334,11,44,18,0.6304170324154108,0.6037484006505123,0.588975062427317,0
2462,67.42485783915517,32.41267262388302,0.16246953696181965,214,226,3,4,546.070268074736,590.4845140511846,348671.96133426373,60.0,1514.0,62.0,145.0,1385.25,0.00040601868399675064,0.0006265138094971801,3.925195534906689e-07,0.0,0.006375,5e-05,0.000187,0.000484,103.09725913891145,32.08296084154778,1029.3163763602884,2.0,242.0,63.0,118.0,127.0,0,0,0,0,0,1641,264,6,32,11,0.6477690625883289,0.6282931934851205,0.5650920085193241,0
2539,61.63844033083892,38.32217408428515,0.03938558487593541,208,225,5,7,604.3651043717999,614.730421529439,377893.49115376174,60.0,1514.0,62.0,205.0,1429.0,0.00039250452934226073,0.0005710861855473783,3.261394313230546e-07,0.0,0.00577,5e-05,0.000179,0.0004565,104.92482394643561,31.026279992761705,962.6300501892453,41.0,255.128,63.0,118.0,127.0,0,0,0,0,0,1534,273,29,33,27,0.6527000969977518,0.641069004844337,0.5145333165385608,0
2998,66.67778519012674,33.18879252835224,0.13342228152101399,223,232,3,3,604.8882588392262,625.6014719643496,391377.2017239609,60.0,1514.0,62.0,169.0,1480.0,0.0003331370913942628,0.000534419329339222,2.8560401957138374e-07,0.0,0.008026,4.6e-05,0.000135,0.000374,102.14172581721147,32.394754749828074,1049.4201353015087,38.0,245.0,63.0,116.0,127.0,0,0,0,0,0,1981,296,8,32,10,0.6276891328754258,0.6211532904406597,0.5380189899211378,0
3724,72.50268528464017,27.28249194414608,0.21482277121374865,229,241,6,7,631.9479054779806,643.8521600912486,414545.60405416676,60.0,1514.0,66.0,165.0,1480.0,0.0002684283029001074,0.00048234698059063016,2.3265860968489777e-07,0.0,0.006564,7e-06,0.000107,0.000294,91.38782411385607,35.02742821741461,1226.9207275261333,3.0,245.0,55.0,113.0,126.0,0,0,0,0,0,2672,583,21,43,19,0.6454966624700794,0.6160310112890238,0.6059329455433154,0
5692,77.82853127196064,22.06605762473647,0.10541110330288123,230,235,4,4,550.6530217849613,605.1209982702101,366171.4225475356,60.0,1514.0,66.0,169.0,1480.0,0.00017566057624736472,0.0002931585570892952,8.594193959467754e-08,0.0,0.003751,4e-06,8e-05,0.000209,82.43440583274773,35.34021306606936,1248.9306595551795,38.0,242.0,47.0,63.0,126.0,0,0,0,0,0,4409,1822,13,35,35,0.5830600225354239,0.5479804223028003,0.6646577524033974,0
4570,68.03063457330416,31.90371991247265,0.06564551422319474,229,245,4,4,680.5424507658644,648.6372519244142,420730.2845840559,60.0,1514.0,62.0,561.0,1480.0,0.00021873304157549232,0.00033049972519547376,1.0923006835428368e-07,0.0,0.003176,4e-06,9.5e-05,0.000275,95.00937352297593,33.78642570825604,1141.5225621395048,36.0,239.0,55.0,114.0,127.0,0,0,0,0,0,3094,636,9,25,17,0.6522738649358978,0.6070197011517424,0.6020120289719505,0
4514,69.53921134249002,30.438635356668144,0.022153300841825433,227,231,5,6,718.638236597253,667.3143866544623,445308.49063602113,60.0,1514.0,62.0,590.0,1514.0,0.00022116326982720428,0.00034007661076576004,1.1565210118992627e-07,0.0,0.003836,7e-06,9.95e-05,0.00027075,98.1746787771378,33.6503755788466,1132.3477765974355,39.0,253.0,55.0,115.0,127.0,0,0,0,0,0,3110,360,15,50,47,0.6018257313945554,0.5719966310132394,0.5807795463076499,0
